Name,Sex,Age,Height,Weight,NOC,Year,Season,Sport,Event,Medals
Giliante D'Este,M,22,170,,ITA,1932,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
Jos de Amzola y Aspiza,M,26,,,ESP,1900,Summer,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta,Gold
Francisco Rebello de Andrade,M,28,,,POR,1952,Summer,Sailing,Sailing Mixed Two Person Keelboat,Bronze
Jean De Backer,M,,,,BEL,1900,Summer,Water Polo,Water Polo Men's Water Polo,Silver
mile Roger de Thomas de Barbarin,M,39,,,FRA,1900,Summer,Shooting,Shooting Men's Trap,Gold
Bruno Lins Tenrio de Barros,M,21,182,85,BRA,2008,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Victor De Behr,M,,,,BEL,1900,Summer,Water Polo,Water Polo Men's Water Polo,Silver
Giovanni De Benedictis,M,24,183,63,ITA,1992,Summer,Athletics,Athletics Men's 20 kilometres Walk,Bronze
"Anna Maria Bernadette ""Det"" de Beus",F,26,180,66,NED,1984,Summer,Hockey,Hockey Women's Hockey,Gold
"Anna Maria Bernadette ""Det"" de Beus",F,30,180,66,NED,1988,Summer,Hockey,Hockey Women's Hockey,Bronze
Jean De Bie,M,27,184,80,BEL,1920,Summer,Football,Football Men's Football,Gold
Jules Maria Adolphe Henri De Bisschop,M,21,,,BEL,1900,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Merel Manon de Blaey,F,25,172,65,NED,2012,Summer,Hockey,Hockey Women's Hockey,Gold
Lieuwe de Boer,M,28,,,NED,1980,Winter,Speed Skating,Speed Skating Men's 500 metres,Bronze
Chantal de Bruijn,F,28,174,71,NED,2004,Summer,Hockey,Hockey Women's Hockey,Silver
Danille de Bruijn,F,30,172,68,NED,2008,Summer,Water Polo,Water Polo Women's Water Polo,Gold
Inge de Bruijn,F,27,174,55,NED,2000,Summer,Swimming,Swimming Women's 50 metres Freestyle,Gold
Inge de Bruijn,F,27,174,55,NED,2000,Summer,Swimming,Swimming Women's 100 metres Freestyle,Gold
Inge de Bruijn,F,27,174,55,NED,2000,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Inge de Bruijn,F,27,174,55,NED,2000,Summer,Swimming,Swimming Women's 100 metres Butterfly,Gold
Inge de Bruijn,F,30,174,55,NED,2004,Summer,Swimming,Swimming Women's 50 metres Freestyle,Gold
Inge de Bruijn,F,30,174,55,NED,2004,Summer,Swimming,Swimming Women's 100 metres Freestyle,Silver
Inge de Bruijn,F,30,174,55,NED,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Inge de Bruijn,F,30,174,55,NED,2004,Summer,Swimming,Swimming Women's 100 metres Butterfly,Bronze
"George Franois ""Frans"" de Bruijn Kops",M,21,,,NED,1908,Summer,Football,Football Men's Football,Bronze
Carlos Teodor de Crdenas Culmell,M,44,,,CUB,1948,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
Carlos de Crdenas Pl,M,16,175,86,CUB,1948,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
Oscar De Cock,M,,,,BEL,1900,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Joseph De Combe,M,22,,,BEL,1924,Summer,Water Polo,Water Polo Men's Water Polo,Silver
Joseph De Combe,M,22,,,BEL,1924,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Silver
Joseph De Combe,M,35,,,BEL,1936,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
Franois Pierre Louis Chrtien Marie Joseph Ghislain De Coninck,M,25,,,BEL,1928,Summer,Rowing,Rowing Men's Coxed Pairs,Bronze
de Cottignon,M,,,,FRA,1900,Summer,Sailing,Sailing Mixed 2-3 Ton,Bronze
Charles Pierre Frdy de Coubertin,M,49,,,GER,1912,Summer,Art Competitions,Art Competitions Mixed Literature,Gold
Alphonse De Cuyper,M,43,,,BEL,1920,Summer,Art Competitions,Art Competitions Mixed Sculpturing,Bronze
Guido De Felip,M,15,,,ITA,1920,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
lvaro de Figueroa y Alonso-Martnez,M,26,,,ESP,1920,Summer,Polo,Polo Men's Polo,Silver
Jos Mara de Figueroa y Alonso-Martnez,M,22,,,ESP,1920,Summer,Polo,Polo Men's Polo,Silver
Ruy de Freitas,M,31,175,,BRA,1948,Summer,Basketball,Basketball Men's Basketball,Bronze
Basil Spalding de Garmendia,M,40,,,USA,1900,Summer,Tennis,Tennis Men's Doubles,Silver
Eva Roma Maria de Goede,F,19,170,61,NED,2008,Summer,Hockey,Hockey Women's Hockey,Gold
Eva Roma Maria de Goede,F,23,170,61,NED,2012,Summer,Hockey,Hockey Women's Hockey,Gold
Eva Roma Maria de Goede,F,27,170,61,NED,2016,Summer,Hockey,Hockey Women's Hockey,Silver
Andre De Grasse,M,21,176,70,CAN,2016,Summer,Athletics,Athletics Men's 100 metres,Bronze
Andre De Grasse,M,21,176,70,CAN,2016,Summer,Athletics,Athletics Men's 200 metres,Silver
Andre De Grasse,M,21,176,70,CAN,2016,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
"Henri Franciscus ""Huug"" de Groot",M,21,,,NED,1912,Summer,Football,Football Men's Football,Bronze
Sytske Louise de Groot,F,26,180,72,NED,2012,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
Annemiek Nicolien de Haan,F,23,187,70,NED,2004,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
Annemiek Nicolien de Haan,F,27,187,70,NED,2008,Summer,Rowing,Rowing Women's Coxed Eights,Silver
Annemiek Nicolien de Haan,F,31,187,70,NED,2012,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
"Franois ""Frans"" De Haes",M,24,,,BEL,1920,Summer,Weightlifting,Weightlifting Men's Featherweight,Gold
Stella de Heij,F,28,,,NED,1996,Summer,Hockey,Hockey Women's Hockey,Bronze
Alfonso Marcos de Iruarrzaga Hoces de la Guardia,M,31,186,85,CHI,1988,Summer,Shooting,Shooting Mixed Skeet,Silver
"Jacobus Hermanus Hendrik Jan ""Koos"" de Jong",M,36,,,NED,1948,Summer,Sailing,Sailing Mixed One Person Dinghy,Bronze
"Regina Constance ""Reggie"" de Jong",F,16,168,55,NED,1980,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Rachelle De Jong-Viinberg,F,33,183,74,CAN,2012,Summer,Rowing,Rowing Women's Coxed Eights,Silver
Juan Leon de Jongh,M,28,175,87,RSA,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
Irene Margreta Maria de Kok,F,26,168,71,NED,1992,Summer,Judo,Judo Women's Half-Heavyweight,Bronze
"Johannes Marius ""Bok"" de Korver",M,25,,,NED,1908,Summer,Football,Football Men's Football,Bronze
"Johannes Marius ""Bok"" de Korver",M,29,,,NED,1912,Summer,Football,Football Men's Football,Bronze
"Guillaume Marie Denis ""Willy"" De L'Arbre",M,37,,,BEL,1920,Summer,Sailing,Sailing Mixed 8 metres,Bronze
Luc Henri Herv Guy Gardye de la Chapelle,M,31,,,FRA,1900,Summer,Tennis,Tennis Men's Doubles,Bronze
Juan Domingo de la Cruz Fermanelli,M,30,205,89,ESP,1984,Summer,Basketball,Basketball Men's Basketball,Silver
Juan Mara de la Fuente,M,24,181,74,ARG,2000,Summer,Sailing,Sailing Men's Two Person Dinghy,Bronze
Juan Mara de la Fuente,M,35,181,74,ARG,2012,Summer,Sailing,Sailing Men's Two Person Dinghy,Bronze
Alejandra de la Guerra,F,20,173,59,PER,1988,Summer,Volleyball,Volleyball Women's Volleyball,Silver
Oscar De La Hoya,M,19,180,60,USA,1992,Summer,Boxing,Boxing Men's Lightweight,Gold
Carl Marie Paul Blanchet de la Sablire,M,33,,,FRA,1928,Summer,Sailing,Sailing Mixed 8 metres,Gold
Luis Ignacio de la Vega Leija,M,22,,,MEX,1936,Summer,Basketball,Basketball Men's Basketball,Bronze
Erik Patrick Honor de Laval,M,31,,,SWE,1920,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
Patrik Georg Fabian de Laval,M,29,,,SWE,1912,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
Paul-Henri Philippe Emmanuel De Le Rue,M,21,176,82,FRA,2006,Winter,Snowboarding,Snowboarding Men's Boardercross,Bronze
Dianne Margaret de Leeuw,F,20,165,57,NED,1976,Winter,Figure Skating,Figure Skating Women's Singles,Silver
Elka de Levie (-Boas),F,22,,,NED,1928,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
Vanderlei Cordeiro de Lima,M,35,168,54,BRA,2004,Summer,Athletics,Athletics Men's Marathon,Bronze
Vicente Lenlson de Lima,M,23,166,66,BRA,2000,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Vicente Lenlson de Lima,M,31,166,66,BRA,2008,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
"Hendrik Christiaan ""Henk"" de Looper",M,23,,,NED,1936,Summer,Hockey,Hockey Men's Hockey,Bronze
Jan de Looper,M,22,,,NED,1936,Summer,Hockey,Hockey Men's Hockey,Bronze
Guido De Luigi,M,21,194,82,ITA,1984,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
Gianni De Magistris,M,25,185,82,ITA,1976,Summer,Water Polo,Water Polo Men's Water Polo,Silver
Riccardo De Magistris,M,22,190,84,ITA,1976,Summer,Water Polo,Water Polo Men's Water Polo,Silver
Luigi De Manincor,M,26,,,ITA,1936,Summer,Sailing,Sailing Mixed 8 metres,Gold
Nol James de Mille,M,22,,,CAN,1932,Summer,Rowing,Rowing Men's Double Sculls,Bronze
Robert de Montesquiou-Fzensac,M,45,,,FRA,1900,Summer,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Bronze
Fernand Alphonse Marie Frdric de Montigny,M,35,,,BEL,1920,Summer,Hockey,Hockey Men's Hockey,Bronze
Umberto Luigi De Morpurgo,M,28,,,ITA,1924,Summer,Tennis,Tennis Men's Singles,Bronze
"Johannes Daniel ""Jan"" de Natris",M,24,,,NED,1920,Summer,Football,Football Men's Football,Bronze
Jean Frdric Andr Poupart de Neuflize,M,49,,,FRA,1900,Summer,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,Bronze
Teun Floris de Nooijer,M,20,184,79,NED,1996,Summer,Hockey,Hockey Men's Hockey,Gold
Teun Floris de Nooijer,M,24,184,79,NED,2000,Summer,Hockey,Hockey Men's Hockey,Gold
Teun Floris de Nooijer,M,28,184,79,NED,2004,Summer,Hockey,Hockey Men's Hockey,Silver
Teun Floris de Nooijer,M,36,184,79,NED,2012,Summer,Hockey,Hockey Men's Hockey,Silver
Joo Carlos de Oliveira,M,22,186,76,BRA,1976,Summer,Athletics,Athletics Men's Triple Jump,Bronze
Joo Carlos de Oliveira,M,26,186,76,BRA,1980,Summer,Athletics,Athletics Men's Triple Jump,Bronze
Servilio Sebastio de Oliveira,M,20,160,51,BRA,1968,Summer,Boxing,Boxing Men's Flyweight,Bronze
Jos Esteban De Palma,M,21,196,90,ARG,1988,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
Luciano De Paolis,M,26,176,82,ITA,1968,Winter,Bobsleigh,Bobsleigh Men's Two,Gold
Luciano De Paolis,M,26,176,82,ITA,1968,Winter,Bobsleigh,Bobsleigh Men's Four,Gold
Henri De Pauw,M,25,,,BEL,1936,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
Miguel de Paz Pl,M,19,176,70,ESP,1980,Summer,Hockey,Hockey Men's Hockey,Silver
Franco De Pedrina,M,23,184,83,ITA,1964,Summer,Rowing,Rowing Men's Coxed Fours,Silver
"Francesco ""Franco"" De Piccoli",M,22,186,96,ITA,1960,Summer,Boxing,Boxing Men's Heavyweight,Gold
Bernard Alexandre Georges Edmond de Pourtals,M,29,,,SUI,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Gold
Bernard Alexandre Georges Edmond de Pourtals,M,29,,,SUI,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Silver
Hlne de Pourtals (Barbey-),F,32,,,SUI,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Gold
Hlne de Pourtals (Barbey-),F,32,,,SUI,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Silver
Hermann Alexandre de Pourtals,M,53,,,SUI,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Gold
Hermann Alexandre de Pourtals,M,53,,,SUI,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Silver
Giovanni Luigi Cecilio De Pr,M,27,,,ITA,1928,Summer,Football,Football Men's Football,Bronze
de Prunel,M,,,,FRA,1900,Summer,Equestrianism,Equestrianism Mixed Long Jump,Bronze
Lisanne Freya de Roever,F,25,172,58,NED,2004,Summer,Hockey,Hockey Women's Hockey,Silver
Lisanne Freya de Roever,F,29,172,58,NED,2008,Summer,Hockey,Hockey Women's Hockey,Gold
"Agathon ""Aat"" de Roos",M,17,,,NED,1936,Summer,Hockey,Hockey Men's Hockey,Bronze
Daniele De Rossi,M,21,183,76,ITA,2004,Summer,Football,Football Men's Football,Bronze
Jolanda de Rover (-Toussaint),F,20,185,70,NED,1984,Summer,Swimming,Swimming Women's 100 metres Backstroke,Bronze
Jolanda de Rover (-Toussaint),F,20,185,70,NED,1984,Summer,Swimming,Swimming Women's 200 metres Backstroke,Gold
Wietske Anniechen de Ruiter,F,26,176,70,NED,1996,Summer,Hockey,Hockey Women's Hockey,Bronze
Renato De Sanzuane,M,27,,,ITA,1952,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
Oscar Charles de Somville,M,23,,78,BEL,1900,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Oscar Charles de Somville,M,31,,78,BEL,1908,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Walter Louis Joseph de Sousa,M,27,,,IND,1948,Summer,Hockey,Hockey Men's Hockey,Gold
Giulio De Stefano,M,31,178,74,ITA,1960,Summer,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Zoe Michaela  de Toledo,F,29,172,58,GBR,2016,Summer,Rowing,Rowing Women's Coxed Eights,Silver
Donna Elizabeth de Varona (-Pinto),F,13,168,61,USA,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Donna Elizabeth de Varona (-Pinto),F,17,168,61,USA,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Donna Elizabeth de Varona (-Pinto),F,17,168,61,USA,1964,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Gold
Bob de Voogd,M,23,183,80,NED,2012,Summer,Hockey,Hockey Men's Hockey,Silver
Dorien Berendina Lubertha de Vries,F,26,178,61,NED,1992,Summer,Sailing,Sailing Women's Windsurfer,Bronze
Jan Cornelis de Vries,M,28,,,NED,1924,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
"Reindert Berend Jan ""Rein"" de Waal",M,23,,,NED,1928,Summer,Hockey,Hockey Men's Hockey,Silver
"Reindert Berend Jan ""Rein"" de Waal",M,31,,,NED,1936,Summer,Hockey,Hockey Men's Hockey,Bronze
Xan de Waard,F,20,163,55,NED,2016,Summer,Hockey,Hockey Women's Hockey,Silver
Sander Sebastiaan de Wijn,M,22,183,78,NED,2012,Summer,Hockey,Hockey Men's Hockey,Silver
tienne De Wilde,M,42,172,70,BEL,2000,Summer,Cycling,Cycling Men's Madison,Silver
Maarten de Wit,M,44,,,NED,1928,Summer,Sailing,Sailing Mixed 8 metres,Silver
"Nicolaas ""Nico"" de Wolf",M,24,,,NED,1912,Summer,Football,Football Men's Football,Bronze
Liam Andrew De Young,M,22,179,75,AUS,2004,Summer,Hockey,Hockey Men's Hockey,Gold
Liam Andrew De Young,M,26,179,75,AUS,2008,Summer,Hockey,Hockey Men's Hockey,Bronze
Liam Andrew De Young,M,30,179,75,AUS,2012,Summer,Hockey,Hockey Men's Hockey,Bronze
Maurilio De Zolt Lisabetta,M,37,170,66,ITA,1988,Winter,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
Maurilio De Zolt Lisabetta,M,41,170,66,ITA,1992,Winter,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
Maurilio De Zolt Lisabetta,M,43,170,66,ITA,1994,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Nevio De Zordo,M,28,173,79,ITA,1972,Winter,Bobsleigh,Bobsleigh Men's Four,Silver
"Pieter Karel ""Piet"" de Zwarte",M,28,193,100,NED,1976,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
Amos Rogers Little Deacon,M,28,,,USA,1932,Summer,Hockey,Hockey Men's Hockey,Bronze
"Maxwell Arnold ""Bill"" Deacon",M,25,,,CAN,1936,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Adam Richard Deadmarsh,M,26,183,89,USA,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Nathan Douglas Deakes,M,26,183,66,AUS,2004,Summer,Athletics,Athletics Men's 20 kilometres Walk,Bronze
Matt Deakin,M,24,193,90,USA,2004,Summer,Rowing,Rowing Men's Coxed Eights,Gold
Lance Earl Deal,M,34,188,116,USA,1996,Summer,Athletics,Athletics Men's Hammer Throw,Silver
"William Henry ""Billy"" Dean",M,33,,,GBR,1920,Summer,Water Polo,Water Polo Men's Water Polo,Gold
Christopher Colin Dean,M,25,180,73,GBR,1984,Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
Christopher Colin Dean,M,35,180,73,GBR,1994,Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
Frederick Dean,M,27,,,GBR,1908,Summer,Rugby,Rugby Men's Rugby,Silver
Peter Sweetser Dean,M,21,201,102,USA,1972,Summer,Sailing,Sailing Mixed Two Person Keelboat,Bronze
Deena Diane Deardurff (-Schmidt),F,15,160,53,USA,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Paul Robert Dearing,M,22,175,79,AUS,1964,Summer,Hockey,Hockey Men's Hockey,Bronze
Paul Robert Dearing,M,26,175,79,AUS,1968,Summer,Hockey,Hockey Men's Hockey,Silver
Jack Gilroy Dearlove,M,37,,,GBR,1948,Summer,Rowing,Rowing Men's Coxed Eights,Silver
"Richard Burke ""Dick"" Deaver",M,33,180,77,USA,1964,Summer,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Timothy Deavin,M,27,185,77,AUS,2012,Summer,Hockey,Hockey Men's Hockey,Bronze
Harry Leopold DeBaecke,M,20,,,USA,1900,Summer,Rowing,Rowing Men's Coxed Eights,Gold
Danile Debernard,F,17,156,48,FRA,1972,Winter,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
Danile Debernard,F,21,156,48,FRA,1976,Winter,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze
Monika Debertshuser (-Heler),F,23,165,55,GDR,1976,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
douard Eugne Joseph Ghislain Debongnie,M,22,,,BEL,1906,Summer,Cycling,Cycling Men's Sprint,Bronze
Albert Paul Deborgies,M,21,,,FRA,1924,Summer,Water Polo,Water Polo Men's Water Polo,Gold
Jean Lon Debuf,M,32,175,85,FRA,1956,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
Philippe Debureau,M,32,195,95,FRA,1992,Summer,Handball,Handball Men's Handball,Bronze
"Frdrik Edouard Robert ""Fred"" Deburghgraeve",M,23,176,61,BEL,1996,Summer,Swimming,Swimming Men's 100 metres Breaststroke,Gold
Jean lie Louis Octave Guillaume Svre Amanieu Decazes et de Glucksbierg,M,36,,,FRA,1900,Summer,Sailing,Sailing Mixed 10-20 Ton,Silver
Andreas Decker,M,23,195,96,GDR,1976,Summer,Rowing,Rowing Men's Coxless Fours,Gold
Andreas Decker,M,27,195,96,GDR,1980,Summer,Rowing,Rowing Men's Coxless Fours,Gold
Brianna Decker,F,22,163,67,USA,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Lucie Dcosse,F,27,168,70,FRA,2008,Summer,Judo,Judo Women's Half-Middleweight,Silver
Lucie Dcosse,F,30,168,70,FRA,2012,Summer,Judo,Judo Women's Middleweight,Gold
Sara DeCosta (-Hayes),F,20,178,59,USA,1998,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Sara DeCosta (-Hayes),F,24,178,59,USA,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Edmond Albert Dcottignies,M,30,171,66,FRA,1924,Summer,Weightlifting,Weightlifting Men's Lightweight,Gold
Cornlie Gilberte Marie Dcugis (Flameng-),F,21,,,FRA,1906,Summer,Tennis,Tennis Mixed Doubles,Gold
"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,17,,,FRA,1900,Summer,Tennis,Tennis Men's Doubles,Silver
"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,23,,,FRA,1906,Summer,Tennis,Tennis Men's Singles,Gold
"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,23,,,FRA,1906,Summer,Tennis,Tennis Mixed Doubles,Gold
"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,23,,,FRA,1906,Summer,Tennis,Tennis Men's Doubles,Gold
"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,37,,,FRA,1920,Summer,Tennis,Tennis Mixed Doubles,Gold
"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,37,,,FRA,1920,Summer,Tennis,Tennis Men's Doubles,Bronze
Alphonse Decuyper,M,,,,FRA,1900,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
Virginie Dedieu,F,21,164,52,FRA,2000,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
"Donald Francis ""Don"" Dee",M,25,201,93,USA,1968,Summer,Basketball,Basketball Men's Basketball,Gold
Oskar Deecke,M,26,183,78,GER,2012,Summer,Hockey,Hockey Men's Hockey,Gold
"Anthony Michael ""Tony"" Dees",M,28,193,90,USA,1992,Summer,Athletics,Athletics Men's 110 metres Hurdles,Silver
Didier Dfago,M,32,184,89,SUI,2010,Winter,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
Gervasio Deferr ngel,M,19,166,69,ESP,2000,Summer,Gymnastics,Gymnastics Men's Horse Vault,Gold
Gervasio Deferr ngel,M,23,166,69,ESP,2004,Summer,Gymnastics,Gymnastics Men's Horse Vault,Gold
Gervasio Deferr ngel,M,27,166,69,ESP,2008,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
David Dejiro Defiagbon,M,26,195,91,CAN,1996,Summer,Boxing,Boxing Men's Heavyweight,Silver
Hlne Defrance,F,29,179,66,FRA,2016,Summer,Sailing,Sailing Women's Two Person Dinghy,Bronze
Anita Lucette DeFrantz,F,23,180,72,USA,1976,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
Vincent Franois Marie Defrasne,M,24,174,63,FRA,2002,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
Vincent Franois Marie Defrasne,M,28,174,63,FRA,2006,Winter,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold
Vincent Franois Marie Defrasne,M,28,174,63,FRA,2006,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
James Frederick DeGale,M,22,183,76,GBR,2008,Summer,Boxing,Boxing Men's Middleweight,Gold
"Richard Kempster ""Dick"" Degener",M,20,,,USA,1932,Summer,Diving,Diving Men's Springboard,Bronze
"Richard Kempster ""Dick"" Degener",M,24,,,USA,1936,Summer,Diving,Diving Men's Springboard,Gold
Rudolf Reinhold Degermark,M,21,,,SWE,1908,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
Knud Oluf Jessen Degn,M,43,,,DEN,1924,Summer,Sailing,Sailing Mixed 6 metres,Silver
Dudley Sargent DeGroot,M,24,189,,USA,1924,Summer,Rugby,Rugby Men's Rugby,Gold
Bruno Werner Karl Dehn,M,22,,,GER,1912,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
Riccardo Dei Rossi,M,31,191,90,ITA,2000,Summer,Rowing,Rowing Men's Coxless Fours,Silver
Alex Deibold,M,27,185,86,USA,2014,Winter,Snowboarding,Snowboarding Men's Boardercross,Bronze
Beate Deininger,F,20,166,54,FRG,1984,Summer,Hockey,Hockey Women's Hockey,Silver
Julie Bndicte Deiters,F,25,165,60,NED,2000,Summer,Hockey,Hockey Women's Hockey,Bronze
Vlasta Dkanov,F,26,,,TCH,1936,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
Nikolaos Dekavalas,M,,,,GRE,1906,Summer,Rowing,Rowing Men's 6-Man Naval Rowing Boats,Silver
Femke Pauline Dekker,F,29,186,70,NED,2008,Summer,Rowing,Rowing Women's Coxed Eights,Silver
Inge Dekker,F,18,183,67,NED,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Inge Dekker,F,22,183,67,NED,2008,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Inge Dekker,F,26,183,67,NED,2012,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Hurnet Nicoret Dekkers,F,30,193,83,NED,2004,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
Guglielmo Del Bimbo,M,28,173,,ITA,1932,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Guglielmo Del Bimbo,M,32,173,,ITA,1936,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Carlos del Coso Iglesias,M,27,165,64,ESP,1960,Summer,Hockey,Hockey Men's Hockey,Bronze
Marcello Del Duca,M,25,181,77,ITA,1976,Summer,Water Polo,Water Polo Men's Water Polo,Silver
Marco Del Lungo,M,26,190,97,ITA,2016,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
